x, y, out
-2.846458163822892e-05, 0.007097963239259796, 0
1.0024831893041326, 0.00573648756955523, 1
-0.008629990358225833, 0.006274443742576414, 0
0.986444367868099, 0.0012850636172680044, 1
0.9946202915951976, 0.9994398167681218, 0
0.9994527475895738, 1.0049891831001891, 0
0.9926003119450199, 1.0168802169773854, 0
0.9984189937308152, 1.0206264763033055, 0
0.01810072542473963, 0.9996378979248365, 1
-0.004953293409639542, -0.0034891110772223123, 0
0.0031947048343031748, -0.015511161297923168, 0
0.02108119621278995, 0.9976538817290516, 1
0.01478968507196984, -0.017355417858562008, 0
0.020916757016995694, 1.0031733934687348, 1
0.9894577923851836, 0.00592988446659782, 1
0.9869075294367567, -0.0035397114974393623, 1
0.9833954716701708, 0.004051511705991406, 1
0.02551259937325598, 1.0047551917828423, 1
0.986321860222423, -0.0005898005870916614, 1
0.989750939696516, 1.0203446336064945, 0
0.981515607917628, -0.00649222045660764, 1
0.014320903429326121, -0.018790135767286102, 0
0.028510451930545203, 0.9932876996768755, 1
0.9957181051996765, 1.025099686885177, 0
0.9720421824877055, -0.029791955879535627, 1
0.9593534792510615, -0.0232601020823863, 1
0.9582992472348665, -0.0077967592385788185, 1
0.994129467006578, 1.034562919857434, 0
0.03200301752312332, 0.9899154461144134, 1
0.03064587596974023, 0.9896987065733122, 1
0.9991977331734202, 1.0409417127054335, 0
0.025408067571644814, -0.02179099073188047, 0
0.9851919972852698, 1.0398969337305521, 0
0.018800391969393204, -0.02613358226498334, 0
0.9602386493229006, -0.005562641642383901, 1
0.03973383428206194, 0.9928089271299441, 1
0.9512359330613982, -0.0016634329997394864, 1
0.9765851814609082, 1.033085102625781, 0
0.027758514917514777, -0.024873278731617425, 0
0.030021250832780094, -0.029027036556416277, 0
0.03601088963204147, -0.03984024964824283, 0
0.9727881897052418, 1.0239236298809142, 0
0.026469715586926127, -0.04650064760866095, 0
0.04605581921369624, 0.976807985189033, 1
0.053177663054107364, 0.9821930026774398, 1
0.01342756825223074, -0.05685215668445945, 0
0.9491748074088828, -0.00870535962177047, 1
0.9769425864043175, 1.031543763239336, 0
0.04335940621471578, 0.9732750030065511, 1
0.9401719540740622, -0.019438419353754906, 1
0.010466678414925323, -0.057015064287413215, 0
